exhibit				
this				
breathing				
pattern				
fol-				
lowing				
stroke	riskfactor	b		
or				
in				
association				
with				
other				
neurological				
disorders				
.				
				
In				
high	condition	b		
-	condition	i		
altitude	condition	i		
peri-	condition	i		
odic	condition	i		
breathing	condition	i		
,				
the				
disorder				
is				
associated				
with				
acute			cause	
ascent			cause	
to			cause	
high			cause	
altitude			cause	
.				
				
Symptoms				
must				
be				
present				
to				
establish				
the				
diagnosis				
of				
high	condition	b		
-	condition	i		
altitude	condition	i		
periodic	condition	i		
breathing	condition	i		
,				
as				
this				
breathing				
pattern				
is				
an				
expected				
finding				
after				
ascent				
to				
altitude				
.				
				
Central	condition	b		
sleep	condition	i		
apnea	condition	i		
due	condition	i		
to	condition	i		
medical	condition	i		
or	condition	i		
neurological	condition	i		
condition	condition	i		
(				
not				
Cheyne	condition	b		
-	condition	i		
Stokes	condition	i		
)				
is				
usually				
due				
to				
a				
struc-	concept	b		
tural	concept	i		
lesion	concept	i		
in				
the				
central	concept	b		
nervous	concept	i		
system	concept	i		
.				
				
These				
disorders				
should				
be				
excluded				
before				
a				
diagnosis				
of				
primary	condition	b		
central	condition	i		
sleep	condition	i		
apnea	condition	i		
is				
made				
.				
				
In				
central	condition	b		
sleep	condition	i		
apnea	condition	i		
due	condition	i		
to	condition	i		
drug	condition	i		
or	condition	i		
substance	condition	i		
,				
the				
patient				
demonstrates				
central	concept	b		
apneas	concept	i		
secondary				
to				
the				
effects				
of				
potent				
opioids	concept	b		
or				
other				
respiratory	concept	b		
depressants	concept	i		
on				
respiratory	concept	b		
control	concept	i		
centers	concept	i		
.				
				
Treatment	condition	b		
-	condition	i		
emergent	condition	i		
central	condition	i		
sleep	condition	i		
apnea	condition	i		
is				
a				
new				
addition				
to				
the				
International	document	b		
Classification	document	i		
of	document	i		
Sleep	document	i		
Disorders	document	i		
.				
				
In				
this				
disorder				
,				
the				
patient				
exhibits				
predominantly				
obstructive				
events				
during				
diagnostic				
sleep				
testing				
(				
e.g.				
,				
obstructive	concept	b		
or	concept	i		
mixed	concept	i		
apneas	concept	i		
and				
obstructive	concept	b		
hypopneas	concept	i		
)				
,				
but				
central	concept	b		
apneas	concept	i		
or				
central	concept	b		
hypopneas	concept	i		
emerge				
or				
persist				
on				
positive	treatment	b		
airway	treatment	i		
pressure	treatment	i		
treatment	treatment	i		
without				
a				
backup	concept	b		
rate	concept	i		
and				
are				
the				
predominant				
residual	concept	b		
breathing	concept	i		
abnormality	concept	i		
(				
i.e.				
,				
obstructive	concept	b		
events	concept	i		
have				
resolved				
)				
.				
				
A				
diagnosis				
of				
treatment	condition	b		
-	condition	i		
emergent	condition	i		
central	condition	i		
sleep	condition	i		
apnea	condition	i		
is				
made				
when				
the				
central	condition	b		
sleep	condition	i		
apnea	condition	i		
component				
is				
not				
better				
explained				
by				
another				
diagnosis				
(				
i.e.				
,				
another				
central	condition	b		
sleep	condition	i		
apnea	condition	i		
disorder	condition	i		
)				
.				
				
Sleep	condition	b		
related	condition	i		
hypoventilation	condition	i		
disorders	condition	i		
are				
characterized				
by				
an				
abnormal				
increase				
in				
the				
arterial	concept	i		
PCO2	concept	i		
(				
PaCO2	concept	b		
)				
during				
sleep				
.				
				
Adult	condition	b		
and	condition	i		
pediatric	condition	i		
hypoventilation	condition	i		
disorders	condition	i		
are				
defined				
by				
different				
criteria				
.				
				
For				
adults				
,				
an				
increase				
in				
the				
arterial	concept	b		
PCO2	concept	i		
(				
or				
sur-	concept	b		
rogate	concept	i		
)				
to				
greater				
than				
55			testvalue	b
mm			testvalue	i
Hg			testvalue	i
for				
at			timestamp	b
least			timestamp	i
10			timestamp	i
minutes			timestamp i	
or				
an				
increase				
≥			testvalue	b
10			testvalue	i
mm			testvalue	i
				
Hg			testvalue	b
above				
the				
awake				
value				
to				
a				
value				
of				
50			testvalue	b
mm			testvalue	i
Hg			testvalue	i
or				
greater				
for				
at				
least				
10			timestamp	b
minutes			timestamp i	
is				
required				
.				
				
In				
pediatric	concept	b		
patients				
,				
the				
PaCO2	concept	b		
(				
or				
surrogate	concept	b		
)				
must				
be				
greater			testvalue	
than			testvalue	
50			testvalue	
mm			testvalue	
Hg			testvalue	
for				
greater			something	
than			something	
25			something	
%			something	
of				
total				
sleep				
time				
.				
				
In				
this				
edition				
of				
the				
International	document	b		
Classification	document	i		
of	document	i		
Sleep	document	i		
Disorders	document	i		
,				
there				
are				
a				
number				
of				
changes				
in				
the				
classification				
of				
sleep	condition	b		
related	condition	i		
hypoventilation	condition	i		
disorders	condition	i		
.				
				
The				
obesity	condition	b		
hypoventilation	condition	i		
syndrome	condition	i		
is				
listed				
as				
a				
separate				
disorder				
given				
that				
it				
is				
both				
prevalent				
and				
has				
distinct				
clinical				
characteristics				
.				
				
In				
contrast				
to				
other				
sleep	condition	b		
related	condition	i		
hypoventila-	condition	i		
tion	condition	i		
disorders	condition	i		
,				
a				
diagnosis				
of				
obesity	condition	b		
hypoventilation	condition	i		
syndrome	condition	i		
requires				
documenta-				
tion				
of				
awake	condition	b		
(	condition	i		
daytime	condition	i		
)	condition	i		
hypoventilation	condition	i		
(				
PaCO2	concept	b		
>			testvalue	
45			testvalue	
mm			testvalue	
Hg			testvalue	
)				
.				
				
For				
the				
other				
disorders				
in				
this				
category				
,				
awake	concept	b		
hypoventilation	concept	i		
may				
or				
may				
not				
be				
present				
.				
				
In				
the				
previous				
version				
of				
the				
International	document	b		
Classification	document	i		
of	document	i		
Sleep	document	i		
Disorders	document	i		
,				
a				
group				
of				
disorders				
were				
listed				
under				
the				
category				
of				
sleep	condition	b		
related	condition	i		
hypoventilation	condition	i		
/	condition	i		
hypoxemia	condition	i		
disorders	condition	i		
.				
				
In				
the				
International	document	b		
Classification	document	i		
of	document	i		
Sleep	document	i		
Disorders	document	i		
,	document	i		
3rd	document	i		
Edition	document	i		
,				
disorders				
manifesting				
hypoventilation	condition	b		
are				
separated				
from				
disorders				
in				
which				
only				
a				
finding				
of				
hypoxemia	condition	b		
(				
arterial	concept	b		
oxygen	concept	i		
desaturation	concept	i		
)				
during				
sleep				
is				
documented				
.				
				
Demonstrating				
sleep	concept	b		
related	concept	i		
hypoventilation	concept	i		
rather				
than				
simply				
hypoxemia	concept	b		
has				
important				
diagnostic				
and				
treatment				
consequences				
.				
				
Sleep	condition	b		
related	condition	i		
hypoxemia	condition	i		
disorders	condition	i		
are				
characterized				
by				
sustained			timestamp	b
periods			timestamp	i
of				
significantly				
reduced				
oxyhemoglobin	concept	b		
saturation	concept	i		
during				
sleep				
.				
				
This				
diagnostic				
category				
is				
used				
when				
sleep	condition	b		
related	condition	i		
hypoventilation	condition	i		
is				
either				
not				
present				
or				
the				
status				
is				
unknown				
.				
				
Sleep	condition	b		
related	condition	i		
hypoxemia	condition	i		
can				
occur				
due				
to				
hypoventilation	concept	b		
,				
ven-	concept	b		
tilation	concept	i		
-	concept	i		
perfusion	concept	i		
mismatch	concept	i		
,				
low				
partial	concept	b		
pressure	concept	i		
of				
oxygen	concept	b		
,				
shunt	concept	b		
,				
or				
a				
combination				
of				
Sleep				
Related				
Breathing				
Disorders				
Sleep				
Related				
Breathing				
Disorders				
these				
factors				
.				
				
Many				
diverse				
etiologies	concept	b		
can				
be				
associated				
with				
sleep	condition	b		
related	condition	i		
hypoxemia	condition	i		
.				
				
There				
are				
no				
longer				
separate				
diagnostic				
categories				
for				
the				
various				
types				
of				
medical				
and				
neurological				
pathology	concept	b		
that				
may				
contribute				
to				
hypoventilation	concept	b		
or				
hypoxemia	concept	i		
.				
				
In				
the				
International	document	b		
Classification	document	i		
of	document	i		
Sleep	document	i		
Disorders	document	i		
,	document	i		
2nd	document	i		
Edition	document	i		
,				
these				
included				
lower	concept	b		
airway	concept	i		
obstruction	concept	i		
,				
pulmonary	concept	b		
parenchymal	concept	i		
and				
vascular	concept	b		
pathology	concept	i		
,				
and				
neuromus-	concept	b		
cular	concept	i		
and				
chest	concept	b		
wall	concept	i		
disorders	concept	i		
.				
				
In				
the				
International	document	b		
Classification	document	i		
of	document	i		
Sleep	document	i		
Disorders	document	i		
,	document	i		
3rd	document	i		
Edition	document	i		
,				
the				
specific				
pulmonary	concept	b		
or				
neurological	concept	i		
disorder				
should				
be				
diagnosed				
sep-				
arately				
,				
in				
association				
with				
a				
diagnosis				
of				
sleep	condition	b		
related	condition	i		
hypoventilation	condition	i		
due				
medical				
or				
neurological				
condition				
or				
sleep	condition	b		
related	condition	i		
hypoxemia	condition	i		
.				
				
Bibliography				
Badr				
MS				
,				
Toiber				
F				
,				
Skatrud				
JB				
,				
Dempsey				
J.				
Pharyngeal				
narrowing				
/				
occlusion				
during				
central				
sleep				
apnea				
.				
				
J				
Appl				
Physiol				
1995;78:1806–15				
.				
				
Berry				
RB				
,				
Brooks				
R				
,				
Gamaldo				
CE				
,				
Harding				
SM				
,				
Lloyd				
RM				
,				
Marcus				
CL				
and				
Vaughn				
BV				
for				
the				
American				
Academy				
of				
Sleep				
Medicine				
.				
				
The	document	b		
AASM	document	i		
Manual	document	i		
for	document	i		
the	document	i		
Scoring	document	i		
of	document	i		
Sleep	document	i		
and	document	i		
Associated	document	i		
Events	document	i		
:	document	i		
Rules	document	i		
,	document	i		
Terminology	document	i		
and	document	i		
Technical	document	i		
Specifications	document	i		
,	document	i		
Version	document	i		
2.0.3	document	i		
.				
www.aasmnet.org				
.				
				
Darien				
,				
IL				
:				
American				
Academy				
of				
Sleep				
Medicine				
,				
2014				
Tkacova				
R				
,				
Niroumand				
M				
,				
Lorenzi				
-				
Filho				
G				
,				
Bradley				
TD				
.				
				
Overnight	document	b		
shift	document	i		
from	document	i		
obstructive	document	i		
to	document	i		
central	document	i		
apneas	document	i		
in	document	i		
patients	document	i		
with	document	i		
heart	document	i		
failure	document	i		
:	document	i		
role	document	i		
of	document	i		
PCO2	document	i		
and	document	i		
circulatory	document	i		
delay	document	i		
.				
				
Circulation				
2001;103:238–43				
.				
				
Tkacova				
R				
,				
Wang				
H				
,				
Bradley				
TD				
.				
				
Night	document	b		
-	document	i		
to	document	i		
-	document	i		
night	document	i		
alterations	document	i		
in	document	i		
sleep	document	i		
apnea	document	i		
type	document	i		
in	document	i		
patients	document	i		
with	document	i		
heart	document	i		
failure	document	i		
.				
				
J				
Sleep				
Res				
2006;15:321–8				
.				
				
Obstructive	condition	b		
Sleep	condition	i		
Apnea	condition	i		
Disorders	condition	i		
Obstructive	condition	b		
Sleep	condition	i		
Apnea	condition	i		
,				
Adult	concept	b		
ICD-9	concept	i		
-	concept	i		
CM	concept	i		
code	concept	i		
:				
327.23				
ICD-10	concept	b		
-	concept	i		
CM	concept	i		
code	concept	i		
:				
G47.33				
Alternate				
Names				
OSA	condition	b		
syndrome	condition	i		
,				
sleep	condition	b		
apnea	condition	i		
,				
sleep	condition	b		
apnea	condition	i		
syndrome	condition	i		
,				
obstructive	condition	b		
apnea	condition	i		
,				
sleep	condition	b		
disor-	condition	i		
dered	condition	i		
breathing	condition	i		
,				
obstructive	condition	b		
sleep	condition	i		
apnea	condition	i		
hypopnea	condition	i		
syndrome	condition	i		
.				
				
The				
term				
upper	condition	b		
airway	condition	i		
resistance	condition	i		
syndrome	condition	i		
(				
UARS	condition	b		
)				
is				
subsumed				
under				
this				
diagnosis				
because				
the				
pathophysiology	concept	b		
does				
not				
significantly				
differ				
from				
that				
of				
obstructive	condition	b		
sleep	condition	i		
apnea	condition	i		
.				
				
Use				
of				
the				
term				
Pickwickian	condition	b		
syndrome	condition	i		
is				
discouraged				
because				
not				
only				
has				
it				
been				
applied				
to				
those				
with				
OSA	condition	b		
,				
but				
also				
indiscriminately				
used				
to				
describe				
persons				
who				
are				
only				
obese				
and				
those				
with				
obesity	condition	b		
hypoventilation	condition	i		
syndrome	condition	i		
.				
				
Diagnostic				
Criteria				
(				
A				
and				
B				
)				
or				
C				
satisfy				
the				
criteria				
A.				
				
The				
presence				
of				
one				
or				
more				
of				
the				
following				
:				
.				
				
The				
patient				
complains				
of				
sleepiness	symptom	b		
,				
nonrestorative	symptom	b		
sleep	symptom	i		
,				
fatigue	symptom	b		
,				
or				
insomnia	symptom	b		
symptoms	symptom	i		
.				
.				
				
The				
patient				
wakes				
with				
breath	symptom	b		
holding	symptom	i		
,				
gasping	symptom	b		
,				
or				
choking	symptom	b		
.				
.				
				
The				
bed				
partner				
or				
other				
observer				
reports				
habitual	symptom	b		
snoring	symptom	i		
,				
breathing	symptom	b		
interruptions	symptom	i		
,				
or				
both				
during				
the				
patient				
’s				
sleep				
.				
.				
				
The				
patient				
has				
been				
diagnosed				
with				
hypertension	symptom	b		
,				
a				
mood	symptom	b		
disorder	symptom	i		
,				
cognitive	symptom	b		
dysfunction	symptom	i		
,				
coronary	symptom	b		
artery	symptom	i		
disease	symptom	i		
,				
stroke	symptom	b		
,				
congestive	symptom	b		
heart	symptom	i		
failure	symptom	i		
,				
atrial	symptom	b		
fibrillation	symptom	i		
,				
or				
type	symptom	b		
2	symptom	i		
diabetes	symptom	i		
mellitus	symptom	i		
.				
				
B.				
Polysomnography	test	b		
(				
PSG	test	b		
)				
or				
OCST1	test	b		
demonstrates				
:				
.				
				
Five				
or				
more				
predominantly				
obstructive	concept	b		
respiratory	concept	i		
events2	concept	i	typo	
(				
obstructive	concept	b		
and	concept	i		
mixed	concept	i		
apneas	concept	i		
,				
hypopneas	concept	b		
,				
or				
respiratory	concept	b		
effort	concept	i		
related	concept	i		
arousals	concept	i		
[				
RERAs])3	concept	b	typo	
per			timestamp	b
hour			timestamp	i
of				
sleep				
during				
a				
PSG	test	b		
or				
per			timestamp	b
hour			timestamp	i
of				
monitoring	test	b		
(				
OCST).1	test	b	typo	
OR				
C.				
PSG	test	b		
or				
OCST1	test	b	typo	
demonstrates				
:				
.				
				
Fifteen				
or				
more				
predominantly				
obstructive	concept	b		
respiratory	concept	i		
events	concept	i		
(				
apneas	concept	b		
,				
hypopneas	concept	b		
,				
or				
RERAs)3	concept	b		
per			timestamp	b
hour			timestamp	i
of				
sleep				
during				
a				
PSG	test	b		
or				
per			timestamp	b
hour			timestamp	i
of				
monitoring	test	b		
(				
OCST).1	test	b		
Sleep				
Related				
Breathing				
Disorders				
Sleep				
Related				
Breathing				
Disorders				
Notes				
.				
				
OCST	test	b		
commonly				
underestimates				
the				
number				
of				
obstructive	concept	b		
respiratory	concept	i		
events	concept	i		
per			timestamp	b
hour			timestamp	i
as				
compared				
to				
PSG	test	b		
because				
actual				
sleep				
time				
,				
as				
determined				
primarily				
by				
EEG	test	b		
,				
is				
often				
not				
recorded				
.				
				
The				
term				
respiratory	concept	b		
event	concept	i		
index	concept	i		
(				
REI	concept	b		
)				
may				
be				
used				
to				
denote				
event	concept	b		
frequency	concept	i		
based				
on				
monitoring	concept	b		
time	concept	i		
rather				
than				
total	concept	b		
sleep	concept	i		
time	concept	i		
.				
.				
				
Respiratory	concept	b		
events	concept	i		
defined				
according				
the				
most				
recent				
version				
of				
the				
AASM	document	b		
Manual	document	i		
for	document	i		
the	document	i		
Scoring	document	i		
of	document	i		
Sleep	document	i		
and	document	i		
Associated	document	i		
Events	document	i		
.				
.				
				
RERAs	concept	b		
and				
hypopnea	concept	b		
events	concept	i		
based				
on				
arousals				
from				
sleep				
can				
not				
be				
scored				
using				
OCST	test	b		
because				
arousals				
by				
EEG	test	b		
criteria	test	i		
can				
not				
be				
identified				
.				
				
Essential				
Features				
OSA	condition	b		
is				
characterized				
by				
repetitive				
episodes				
of				
complete	concept	b		
(	concept	i		
apnea	concept	i		
)	concept	i		
or	concept	i		
partial	concept	i		
(	concept	i		
hypopnea	concept	i		
)	concept	i		
upper	concept	i		
airway	concept	i		
obstruction	concept	i		
occurring				
during				
sleep				
.				
				
These				
events				
often				
result				
in				
reduc-	concept	b		
tions	concept	i		
in	concept	i		
blood	concept	i		
oxygen	concept	i		
saturation	concept	i		
and				
are				
usually				
terminated				
by				
brief	concept	b		
arousals	concept	i		
from				
sleep				
.				
				
By				
definition				
,				
apneic	concept	b		
and	concept	i		
hypopneic	concept	i		
events	concept	i		
last				
a				
minimum			timestamp	b
of			timestamp	i
10			timestamp	i
seconds			timestamp	i
.				
				
Most				
events				
are				
10			timestamp	b
to			timestamp	i
30			timestamp	i
seconds			timestamp	i
in				
duration				
but				
occasionally				
persist				
for				
one			timestamp	b
minute			timestamp	i
or			timestamp	i
longer			timestamp	i
.				
				
Events				
can				
occur				
in				
any				
stage	concept	b		
of	concept	i		
sleep	concept	i		
but				
more				
frequently				
occur				
in				
stages				
N1	concept	b		
,				
N2	concept	b		
,				
and				
R	concept	b		
sleep	concept	i		
than				
in				
stage				
N3	concept	b		
sleep	concept	i		
.				
				
Events				
are				
usually				
longer				
and				
associated				
with				
more				
severe				
decreases				
in				
oxygen	concept	b		
saturation	concept	i		
when				
they				
occur				
in				
stage	concept	b		
R	concept	i		
sleep	concept	i		
and				
when				
the				
individual				
is				
sleeping				
supine	concept	b		
.				
				
Oxygen	concept	b		
saturation	concept	i		
usually				
returns				
to				
baseline				
values				
following				
resumption	concept	b		
of	concept	i		
normal	concept	i		
breathing	concept	i		
but				
may				
remain				
low				
if				
the				
apneic	concept	b		
or	concept	i		
hypopneic	concept	i		
events	concept	i		
are				
very				
frequent				
and				
prolonged				
,				
or				
if				
there				
is				
underlying				
pulmonary	concept	b		
pathology	concept	i		
.				
				
Snoring	symptom	b		
between				
apneas	concept	b		
is				
typically				
reported				
by				
bed				
partners				
,				
as				
are				
wit-				
nessed				
episodes				
of				
gasping	symptom	b		
or				
choking	symptom	b		
and				
body	symptom	b		
movements	symptom	i		
that				
disrupt				
sleep				
.				
				
Most				
patients				
awaken				
in				
the				
morning				
feeling	symptom	b		
tired	symptom	i		
and	symptom	i		
unrefreshed	symptom	i		
regardless	symptom	i		
of	symptom	i		
the	symptom	i		
duration	symptom	i		
of	symptom	i		
their	symptom	i		
time	symptom	i		
in	symptom	i		
bed	symptom	i		
.				
				
Apneas	concept	b		
,				
hypopneas	concept	b		
,				
and				
snoring	symptom	b		
may				
be				
exacerbated				
following				
the				
ingestion	riskfactor	b		
of	riskfactor	i		
alcohol	riskfactor	i		
,				
use	riskfactor	b		
of	riskfactor	i		
sedating	riskfactor	i		
medications	riskfactor	i		
prior				
to				
sleep				
,				
or				
following				
an				
increase	riskfactor	b		
in	riskfactor	i		
body	riskfactor	i		
weight	riskfactor	i		
.				
				
Excessive	symptom	b		
sleepiness	symptom	i		
is				
a				
major				
presenting				
complaint				
in				
many				
but				
not				
all				
cases				
.				
				
The				
sleepiness				
is				
most				
evident				
during				
relaxing				
or				
inactive				
situations				
.				
				
With				
extreme				
sleepi-				
ness				
,				
sleep				
may				
occur				
while				
actively				
conversing				
,				
eating				
,				
walking				
,				
or				
driving				
.				
				
In				
women				
,				
excessive	symptom	b		
sleepiness	symptom	i		
is				
a				
less				
prominent				
complaint				
.				
				
Additionally				
,				
reports				
of				
insomnia	symptom	b		
,				
poor	symptom	b		
sleep	symptom	i		
quality	symptom	i		
,				
and				
fatigue	symptom	b		
are				
common				
,				
particularly				
among				
women				
.				
				
Quality				
of				
life				
generally				
is				
adversely				
affected				
by				
unrefreshing	symptom	b		
sleep	symptom	i		
,				
sleepiness	symptom	b		
,				
and				
fatigue	symptom	b		
.				
				
Bed				
part-				
ners				
may				
also				
report				
sleep				
disruption				
and				
associated				
